ID,Section,Lab-01,Lab-02,Lab-03,Lab-04,Lab-05,Lab-06,Lab-07,Lab-08,Lab-09 (17.5),Lab-10,Best 8,Normalize,Compre quiz(60),Total,Total
2022A4PS0941P,P18N,17.5,16.5,17.5,17,16.5,17,16.5,0,17.5,15.5,136,138.4727273,32.5,170.972727,171
2022A5PS1443P,P18N,17.5,15.5,14,17,16,15.5,16.5,15,17.5,17.5,133,135.4181818,21,156.418182,157
2022A7PS0008P,P18N,17.5,17.5,15,16.5,14.5,17,17.5,16,17.5,16.5,136,138.4727273,23.5,161.972727,162
2022A7PS0057P,P18N,17.5,14.5,14.5,17,16.5,17,15.5,17,17.5,15.5,133.5,135.9272727,24.5,160.427273,161
2022A7PS0063P,P18N,17,17.5,17.5,16,16,17,16.5,16,17.5,15.5,135,137.4545455,13,150.454545,151
2022A7PS0067P,P18N,17.5,17.5,17,17,16,4.5,16.5,14,17.5,17.5,136.5,138.9818182,32.5,171.481818,172
2022A7PS0088P,P18N,17.5,16.5,16.5,16,5.5,17,16.5,17.5,17.5,15.5,135,137.4545455,32,169.454545,170
2022A7PS0093P,P18N,15,15,17,13,17.5,16.5,14.5,17.5,17.5,0,130.5,132.8727273,45.5,178.372727,179
2022A7PS0116P,P18N,17.5,15.5,17,8.5,16.5,15,5.5,0,15.5,0,111,113.0181818,32,145.018182,146
2022A7PS0118P,P18N,17,15.5,17,17,17.5,16.5,15.5,17.5,15.5,0,133.5,135.9272727,47.5,183.427273,184
2022A7PS0119P,P18N,15,14,17,15.5,17.5,16,16.5,17.5,15.5,0,130.5,132.8727273,38,170.872727,171
2022A7PS0169P,P18N,17,17.5,17,17,17.5,16.5,16,17.5,15.5,0,136,138.4727273,50,188.472727,189
2022A7PS0173P,P18N,17.5,15,17,17,17.5,16.5,16,17.5,16.5,5.5,135.5,137.9636364,51,188.963636,189
2022A7PS1182P,P18N,15,14,17,13,17.5,15.5,16.5,17.5,15.5,0,128.5,130.8363636,53.5,184.336364,185
2022A8PS0622P,P18N,17.5,17.5,16.5,16,12.5,10,16.5,13,17.5,15.5,130,132.3636364,32,164.363636,165
2022AAPS0216P,P18N,17.5,15,17,16.5,17.5,16.5,17.5,17,17,0,136.5,138.9818182,48.5,187.481818,188
2022AAPS0218P,P18N,17.5,14,17,17,17.5,17.5,14.5,17,16.5,5.5,134.5,136.9454545,26,162.945455,163
2022AAPS0234P,P18N,14.5,15.5,16,17.5,17.5,15.5,17.5,16,0,16.5,132,134.4,42.5,176.9,177
2022AAPS0305P,P18N,14.5,16,16,17.5,14.5,16,17.5,0,15,16.5,129,131.3454545,28,159.345455,160
2022B1PS1018P,P18N,16.5,17,10,17.5,16.5,15,17.5,16.5,5.5,17.5,134,136.4363636,9,145.436364,146
2022B1PS1133P,P18N,15,16,13,17.5,17.5,16,17.5,0,16,17.5,133,135.4181818,12.5,147.918182,148
2022B1PS1136P,P18N,14,16,16,17.5,16.5,14.5,17.5,17.5,0,16,131.5,133.8909091,25,158.890909,159
2022B1PS1137P,P18N,15,17,16.5,17.5,17.5,16,17,14.5,0,16.5,133,135.4181818,27.5,162.918182,163
2022B2PS1091P,P18N,16,16,15.5,16.5,16.5,16,17.5,17.5,16,16.5,132.5,134.9090909,18,152.909091,153
2022B2PS1100P,P18N,15.5,16,15.5,17.5,13.5,15.5,17,17.5,0,16.5,131,133.3818182,24,157.381818,158
2022B2PS1347P,P18N,16,17,17,17.5,16.5,14.5,17.5,17.5,0,0,133.5,135.9272727,36.5,172.427273,173
2022B3PS0259P,P18N,14,17,15.5,16.5,16.5,15,17.5,14.5,4.5,5.5,126.5,128.8,33.5,162.3,163
2022B3PS0350P,P18N,17.5,16,15.5,17.5,16.5,17.5,14.5,13.5,17.5,17.5,135.5,137.9636364,47,184.963636,185
2022B3PS0512P,P18N,17.5,15.5,14.5,16.5,16,17,14.5,0,17.5,16.5,131,133.3818182,45.5,178.881818,179
2022B3PS0535P,P18N,17,16,17.5,17.5,17,17.5,14.5,12.5,16,17.5,136,138.4727273,37.5,175.972727,176
2022B3TS1520P,P18N,17.5,16,17.5,17.5,15,16.5,14.5,16,17.5,16.5,135,137.4545455,15,152.454545,153
2022B4PS0735P,P18N,17.5,16,16.5,17.5,0,15,0,12,17.5,17.5,129.5,131.8545455,18,149.854545,150
2022B4PS0777P,P18N,17,15.5,17.5,16.5,15,17.5,15.5,16,16.5,17.5,134,136.4363636,25,161.436364,162
2022B4PS0986P,P18N,17.5,17,17.5,16.5,17,17,14.5,16.5,0,16.5,135.5,137.9636364,25.5,163.463636,164
2022B5PS0751P,P18N,17,16.5,17.5,17.5,14.5,17.5,17,0,16.5,17.5,137,139.4909091,40.5,179.990909,180
2022B5PS1046P,P18N,17,16.5,17.5,17.5,0,17.5,17.5,16,17.5,16.5,137.5,140,32,172,172
2022D2TS1547P,P18N,5.5,0,0,16,15,17.5,14.5,10,12.5,15.5,106.5,108.4363636,22.5,130.936364,131
2022A1PS0948P,P19N,17.5,16,16.5,15.5,17.5,17,17.5,17.5,17.5,0,137,137,32.5,169.5,170
2022A1PS1022P,P19N,17.5,14,17,17.5,17,15.5,17.5,17.5,17.5,17.5,139,139,35,174,174
2022A2PS1024P,P19N,17.5,14,12.5,17.5,17,17.5,17.5,16,17,17.5,137.5,137.5,23,160.5,161
2022A2PS1703P,P19N,0,16.5,12.5,17.5,15.5,17.5,17.5,16,17,17.5,135,135,17.5,152.5,153
2022A3PS0392P,P19N,17,14.5,17.5,16.5,17.5,16.5,17.5,17.5,17.5,17,138,138,31,169,169
2022A3PS0427P,P19N,17,16,15,16.5,17,17.5,15.5,17.5,17.5,0,134.5,134.5,34,168.5,169
2022A3PS0507P,P19N,17.5,17.5,17,17.5,17,17,0,0,16.5,17.5,137.5,137.5,31,168.5,169
2022A3PS1221P,P19N,15.5,17.5,17.5,17.5,17.5,17.5,17.5,16.5,17.5,16.5,139,139,40.5,179.5,180
2022A4PS0723P,P19N,13.5,14.5,15.5,0,17,17,17.5,17.5,8,15.5,128,128,27.5,155.5,156
2022A4PS0871P,P19N,15.5,17.5,9,9.5,13,17,17.5,0,7,16.5,115.5,115.5,25.5,141,141
2022A4PS0942P,P19N,16.5,14.5,15,17.5,17.5,15.5,12.5,17.5,17.5,17.5,134.5,134.5,33,167.5,168
2022A5PS1447P,P19N,16.5,17,17.5,17.5,17,17.5,0,0,14.5,17.5,135,135,13.5,148.5,149
2022A7PS0041P,P19N,14,13.5,14.5,14.5,17,15.5,16,0,5.5,0,110.5,110.5,5,115.5,116
2022A7PS0045P,P19N,15.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,5.5,16.5,139,139,57.5,196.5,197
2022A7PS0096P,P19N,16,17.5,17.5,17.5,17.5,17,17.5,17.5,0,16.5,138.5,138.5,46.5,185,185
2022A7PS0102P,P19N,17.5,16,16.5,17.5,17.5,16.5,17.5,0,17.5,5.5,136.5,136.5,19.5,156,156
2022A7PS0113P,P19N,15,17.5,17.5,17.5,17.5,17,17,0,17.5,17.5,139,139,52.5,191.5,192
2022A7PS0126P,P19N,14.5,15.5,16.5,17,17.5,16.5,17,17.5,15,5.5,132.5,132.5,42,174.5,175
2022A7PS0172P,P19N,17.5,14.5,16.5,16.5,17.5,17,16.5,17.5,17.5,17.5,137.5,137.5,36,173.5,174
2022A7PS0189P,P19N,15.5,0,16.5,12.5,17,16.5,16.5,17.5,17.5,5.5,129.5,129.5,31.5,161,161
2022A7PS1173P,P19N,8.5,17,14.5,15.5,16.5,17.5,14.5,16.5,17.5,17.5,132.5,132.5,37,169.5,170
2022A8PS0564P,P19N,15.5,16,17,15,0,16.5,15.5,16.5,17.5,17.5,132,132,37.5,169.5,170
2022A8PS0587P,P19N,17.5,17,17,0,17.5,17.5,17.5,17,15.5,17.5,138.5,138.5,47.5,186,186
2022AAPS0339P,P19N,17.5,17.5,17.5,17.5,17.5,17.5,17.5,16.5,17,17.5,140,140,11,151,151
2022B1PS1045P,P19N,16.5,16,17.5,17.5,17.5,16.5,0,0,17.5,16.5,135.5,135.5,25.5,161,161
2022B2PS0674P,P19N,15,17,16.5,0,16.5,17,16.5,16,17,17.5,134,134,34,168,168
2022B3PS0353P,P19N,0,17.5,16.5,15.5,17.5,17,17.5,0,15.5,17,134,134,31,165,165
2022B3PS0426P,P19N,17.5,16,16.5,0,0,16.5,16.5,17.5,17.5,17,135,135,42,177,177
2022B3PS0433P,P19N,17.5,15.5,16.5,17,0,16.5,17.5,17.5,17.5,0,135.5,135.5,47,182.5,183
2022B3PS0438P,P19N,17.5,17.5,17,17.5,17.5,16,12.5,17.5,17.5,17.5,139.5,139.5,31,170.5,171
2022B3PS0442P,P19N,16,17,17,0,17,15.5,17,17,17.5,0,134,134,29,163,163
2022B3PS0470P,P19N,16.5,16,15.5,16.5,17.5,17.5,16.5,0,17.5,17,135,135,37,172,172
2022B3PS0472P,P19N,17,12,14.5,17.5,17.5,17.5,4.5,16.5,17.5,17.5,135.5,135.5,28.5,164,164
2022B3PS0518P,P19N,16.5,17.5,15.5,17.5,17.5,17,0,17.5,17,0,136,136,23.5,159.5,160
2022B3PS0551P,P19N,17.5,17,17.5,17.5,16.5,17.5,17,17,17.5,17.5,139,139,40,179,179
2022B3PS0598P,P19N,17.5,17.5,17.5,17.5,17.5,17.5,17.5,16.5,16.5,17.5,140,140,39,179,179
2022B4PS0461P,P19N,14.5,17.5,17.5,17.5,17.5,17,17.5,17.5,17,16.5,139,139,32.5,171.5,172
2022B4PS0601P,P19N,17.5,15.5,14.5,17.5,11,17.5,17.5,17,17.5,17.5,137.5,137.5,28.5,166,166
2022B4PS0623P,P19N,17.5,16,16.5,17.5,17,17.5,17,17,0,17.5,137.5,137.5,34,171.5,172
2022B4PS0695P,P19N,17.5,16,17.5,17.5,17.5,0,16.5,17.5,0,15,135,135,39,174,174
2022B4PS0772P,P19N,17,15.5,15.5,17.5,17.5,14.5,17.5,17.5,17.5,17.5,137.5,137.5,31,168.5,169
2022B4PS0807P,P19N,16.5,16,17.5,17.5,5.5,13.5,12,17.5,16.5,17.5,132.5,132.5,43,175.5,176
2022B4PS0997P,P19N,15.5,17.5,15.5,0,17,17,17.5,17.5,5.5,16.5,134,134,27.5,161.5,162
2022B4PS1028P,P19N,17,15.5,14.5,17,17.5,17.5,0,17,17.5,0,133.5,133.5,27.5,161,161
2022B4PS1084P,P19N,3,16.5,15.5,17.5,17.5,16.5,17,16.5,17.5,15.5,134.5,134.5,8.5,143,143
2022B4PS1315P,P19N,0,17.5,5.5,17.5,0,0,5.5,15,17.5,15.5,94,94,16.5,110.5,111
2022B5PS0717P,P19N,17.5,16,17.5,17.5,15,17.5,17.5,17,17,17.5,139,139,37,176,176
2022B5PS0758P,P19N,14.5,17,15.5,17.5,17,17,13.5,0,13,0,125,125,21.5,146.5,147
2022B5PS0763P,P19N,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,17.5,17.5,140,140,50,190,190
2022B5PS0848P,P19N,0,17.5,15.5,16.5,15,17,17.5,17.5,17.5,17.5,136.5,136.5,25,161.5,162
2020A8PS1799P,P1B,,,,,,,,,,,#NUM!,,,0,0
2020B1A20658P,P1B,,,,,,,,,,,#NUM!,,,0,0
2021B5A12794P,P1B,,,,,,,,,,,#NUM!,,,0,0
2022A1PS0593P,P1N,16.5,17.5,14.5,17.5,17.5,17,17,17.5,16.5,17.5,138,138,19,157,157
2022A1PS1056P,P1N,17,17.5,17.5,0,0,17,16.5,17.5,17.5,17.5,138,138,38.5,176.5,177
2022A2PS0928P,P1N,17.5,17.5,0,15.5,17.5,17,16.5,17.5,17,17.5,138,138,15,153,153
2022A2PS1103P,P1N,16.5,17.5,17.5,15.5,17.5,0,16,17.5,17,17.5,137,137,40.5,177.5,178
2022A2PS1141P,P1N,14,14.5,14.5,17.5,17.5,17.5,16,16.5,16,17.5,133,133,25,158,158
2022A2PS1580P,P1N,16.5,15.5,17.5,17.5,17.5,17.5,5.5,15.5,17,17,136,136,44,180,180
2022A2PS1621P,P1N,17.5,15.5,15.5,15.5,17.5,15.5,16.5,17,16.5,17,133,133,13.5,146.5,147
2022A2PS1645P,P1N,16.5,14.5,15.5,16.5,17.5,17,16.5,17,17.5,0,134,134,25.5,159.5,160
2022A2PS1686P,P1N,0,17.5,16,15.5,17.5,17,14.5,0,16,17.5,131.5,131.5,23,154.5,155
2022A3PS0384P,P1N,17.5,17,17.5,17.5,16.5,16.5,17.5,17.5,17.5,17.5,139.5,139.5,47.5,187,187
2022A3PS0387P,P1N,17.5,17.5,17,17.5,17.5,16.5,5.5,16.5,17.5,17,138,138,15.5,153.5,154
2022A3PS0412P,P1N,17.5,17.5,0,16.5,17.5,17,17.5,17.5,14.5,16.5,137.5,137.5,36.5,174,174
2022A3PS0441P,P1N,17.5,17.5,17.5,16.5,14.5,17.5,17.5,17.5,14.5,16.5,138,138,40,178,178
2022A4PS0254P,P1N,17.5,17.5,15.5,16.5,0,15.5,0,0,17.5,5.5,105.5,105.5,35,140.5,141
2022A4PS0649P,P1N,17.5,14.5,17.5,17.5,17.5,17,16.5,17,17.5,17.5,139,139,38,177,177
2022A4PS0675P,P1N,17.5,15.5,17.5,16.5,12.5,15.5,16.5,17,17.5,17.5,135.5,135.5,39,174.5,175
2022A4PS0774P,P1N,16.5,15.5,17.5,15.5,17.5,17.5,16.5,0,17,17.5,135.5,135.5,35.5,171,171
2022A4PS0795P,P1N,16.5,16.5,16.5,17.5,15.5,17.5,17.5,0,16.5,0,134,134,17,151,151
2022A7PS0098P,P1N,16.5,14.5,17.5,16.5,17.5,17,5.5,0,0,0,105,105,26.5,131.5,132
2022A7PS0100P,P1N,17.5,16.5,15.5,16.5,17.5,16,0,17.5,17.5,17.5,136.5,136.5,33.5,170,170
2022A7PS0110P,P1N,17.5,17.5,17.5,16,17.5,17.5,0,17.5,17.5,15.5,138.5,138.5,26,164.5,165
2022A7PS0114P,P1N,16.5,17.5,17,5.5,17.5,16.5,16.5,0,0,0,107,107,8.5,115.5,116
2022A7PS0154P,P1N,14.5,17.5,17.5,17.5,0,0,17.5,17.5,17.5,14.5,134,134,40,174,174
2022A7PS0174P,P1N,17.5,17.5,17.5,17.5,17.5,16.5,17.5,17.5,17.5,5.5,140,140,47.5,187.5,188
2022A7PS1189P,P1N,14.5,16.5,17,17,15.5,16.5,16.5,17.5,17.5,0,134,134,28.5,162.5,163
2022A8PS0020P,P1N,0,0,0,5.5,5.5,0,17.5,17.5,17.5,13.5,77,77,15.5,92.5,93
2022A8PS0397P,P1N,17.5,17.5,17,17.5,17.5,17.5,17.5,17.5,0,16.5,139.5,139.5,35.5,175,175
2022A8PS0583P,P1N,17.5,16.5,15.5,17.5,0,0,16.5,17,17.5,17.5,135.5,135.5,29,164.5,165
2022A8PS0586P,P1N,10.5,17,17.5,13.5,15.5,9.5,16,0,0,14.5,114,114,28.5,142.5,143
2022A8PS1210P,P1N,16.5,17,0,15.5,4.5,0,5.5,0,0,0,59,59,12.5,71.5,72
2022AAPS0019P,P1N,14.5,17.5,17.5,17.5,0,0,17.5,17.5,17.5,16.5,136,136,34,170,170
2022AAPS0204P,P1N,11.5,17.5,16.5,17.5,16.5,16.5,17.5,0,16.5,16.5,135,135,30.5,165.5,166
2022AAPS0210P,P1N,15.5,17.5,17,17.5,17.5,16.5,17.5,17.5,14.5,0,136.5,136.5,32.5,169,169
2022AAPS0252P,P1N,17.5,17.5,14.5,17.5,17.5,17.5,17.5,16,16.5,17.5,139,139,9,148,148
2022AAPS0323P,P1N,17.5,14.5,17.5,17.5,16.5,17,16.5,16.5,16.5,17.5,136.5,136.5,28,164.5,165
2022ABPS0990P,P1N,0,0,0,0,0,0,0,0,0,0,0,0,29.5,29.5,30
2022ABPS1152P,P1N,15.5,15.5,0,17.5,17.5,17.5,17,16.5,17,17.5,136,136,11.5,147.5,148
2022ABPS1636P,P1N,0,4.5,15.5,16.5,5.5,0,0,0,0,0,42,42,29,71,71
2022B1PS1600P,P1N,17.5,17.5,15.5,17.5,17.5,17,17.5,17.5,15.5,16.5,138.5,138.5,22.5,161,161
2022B1PS1607P,P1N,13.5,17.5,17.5,17.5,17.5,0,17.5,17.5,0,0,118.5,118.5,12.5,131,131
2022B1PS1638P,P1N,17.5,17.5,17.5,17.5,17.5,17,17.5,17.5,14.5,16.5,139.5,139.5,19,158.5,159
2022B1PS1639P,P1N,14.5,10.5,17.5,17.5,17.5,17.5,16.5,14.5,16.5,17,134.5,134.5,8,142.5,143
2022B1PS1649P,P1N,14.5,13.5,17.5,17.5,17.5,17.5,17.5,14.5,16.5,17,135.5,135.5,26,161.5,162
2022B1PS1681P,P1N,17.5,17.5,17.5,16.5,17.5,17.5,17.5,17,17.5,15.5,139.5,139.5,4,143.5,144
2022B1PS1724P,P1N,17.5,14.5,15.5,16.5,17.5,16.5,16.5,0,17.5,17.5,135,135,25.5,160.5,161
2022B2PS1654P,P1N,17.5,0,17.5,17.5,15.5,17.5,16.5,11.5,5.5,16.5,130,130,29,159,159
2022B2PS1669P,P1N,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,16.5,17,139.5,139.5,24,163.5,164
2022B3PS0212P,P1N,17.5,17,0,17.5,17.5,17.5,17.5,5.5,17.5,17.5,139.5,139.5,39,178.5,179
2022B5PS0943P,P1N,17.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,0,17,139.5,139.5,28.5,168,168
2022B5TS1528P,P1N,16.5,10.5,14.5,14.5,11.5,17.5,17.5,16.5,0,5.5,119,119,25,144,144
2022A1PS0530P,P20N,10.5,10.5,17.5,0,17,17.5,17,16.5,15.5,17,128.5,128.5,37.5,166,166
2022A1PS0784P,P20N,0,17.5,17.5,14,16.5,17.5,5.5,15.5,17.5,16.5,132.5,132.5,24,156.5,157
2022A1PS1115P,P20N,9.5,17.5,17.5,17.5,17,17.5,17.5,14.5,17,0,136,136,20,156,156
2022A2PS1160P,P20N,17,17.5,17.5,0,17.5,0,17,16,15.5,16.5,134.5,134.5,24.5,159,159
2022A2PS1685P,P20N,0,17.5,17,17.5,17,17.5,5.5,0,16.5,16.5,125,125,29.5,154.5,155
2022A2PS1742P,P20N,0,17.5,17.5,16.5,17.5,17.5,5.5,16.5,17.5,17.5,138,138,19,157,157
2022A3PS0221P,P20N,14,17.5,17.5,17,17.5,17.5,17.5,17.5,0,17.5,139.5,139.5,37.5,177,177
2022A3PS0377P,P20N,17.5,17.5,17.5,17,17.5,17.5,5.5,0,15.5,17.5,137.5,137.5,20,157.5,158
2022A3PS0381P,P20N,13,17.5,17.5,17.5,17.5,17.5,17,16.5,17,17.5,139,139,37.5,176.5,177
2022A3PS0429P,P20N,17.5,17.5,17.5,15.5,17.5,17.5,17.5,0,17.5,17,139.5,139.5,27.5,167,167
2022A3PS0471P,P20N,17,17.5,17.5,17.5,17.5,17.5,16.5,0,0,15.5,136.5,136.5,49.5,186,186
2022A4PS0422P,P20N,14.5,17.5,17.5,17.5,17.5,17,16.5,17.5,15.5,0,136.5,136.5,21.5,158,158
2022A4PS0634P,P20N,0,17.5,17.5,16.5,17,17,16.5,17.5,17.5,0,137,137,35,172,172
2022A4PS0748P,P20N,17.5,17.5,17.5,17.5,17.5,17.5,16.5,17.5,17.5,17.5,140,140,28,168,168
2022A4PS0919P,P20N,16.5,17.5,17.5,17.5,17.5,17.5,16.5,17.5,17.5,17.5,140,140,29.5,169.5,170
2022A4PS0921P,P20N,17.5,15,16.5,17.5,15.5,17,0,17.5,17.5,17.5,136.5,136.5,19.5,156,156
2022A5PS1426P,P20N,13.5,17.5,17.5,17.5,17,14,16.5,17.5,17.5,17.5,138.5,138.5,11,149.5,150
2022A5PS1431P,P20N,17.5,17.5,17,17.5,17,15.5,17.5,17.5,17.5,17.5,139.5,139.5,23,162.5,163
2022A5PS1441P,P20N,0,0,0,0,0,17,5.5,17.5,0,17.5,57.5,57.5,16,73.5,74
2022A5PS1453P,P20N,17.5,17.5,17.5,17.5,17,17,16.5,17.5,17.5,16.5,139,139,21,160,160
2022A5PS1456P,P20N,17.5,17.5,17,17.5,17,0,16.5,17.5,17.5,17,138.5,138.5,18.5,157,157
2022A7PS0014P,P20N,14,14.5,17,0,17.5,17,16.5,17.5,17.5,0,131.5,131.5,31.5,163,163
2022A7PS0124P,P20N,14.5,17,17.5,17.5,17.5,17,16,16.5,17.5,0,136.5,136.5,41,177.5,178
2022A7PS0131P,P20N,17.5,17.5,17.5,17,17.5,17,17,15.5,17.5,17,138.5,138.5,15,153.5,154
2022A7PS0148P,P20N,17.5,17.5,0,0,17.5,17,17.5,17.5,17.5,17,139,139,14.5,153.5,154
2022AAPS0256P,P20N,14.5,0,17.5,17.5,17.5,17,16.5,17,17.5,0,135,135,32.5,167.5,168
2022ABPS0990P,P20N,17.5,17.5,17.5,17.5,17.5,17,17.5,17.5,17,16.5,139.5,139.5,,139.5,140
2022ABPS1584P,P20N,11.5,17,17.5,17.5,17.5,17,16.5,17.5,17.5,0,138,138,40.5,178.5,179
2022B1PS0826P,P20N,17.5,17,17,17.5,17.5,17,14.5,17.5,17.5,0,138.5,138.5,34.5,173,173
2022B1PS0869P,P20N,17.5,15,17.5,17.5,17.5,0,0,17.5,16.5,17.5,136.5,136.5,36.5,173,173
2022B1PS1591P,P20N,14.5,15.5,17.5,17.5,17.5,15.5,17,0,17.5,16.5,134.5,134.5,10.5,145,145
2022B2PS1114P,P20N,17.5,16.5,17,17.5,17.5,16.5,17.5,17.5,0,16.5,137.5,137.5,31.5,169,169
2022B2PS1129P,P20N,15,17.5,17.5,17.5,17.5,17.5,17.5,17.5,0,16.5,139,139,29.5,168.5,169
2022B2PS1147P,P20N,15,17.5,17.5,17.5,17.5,16.5,17,17.5,9.5,16.5,137.5,137.5,23,160.5,161
2022B2PS1603P,P20N,17,17.5,17.5,17.5,17.5,15,5.5,17.5,16.5,0,136,136,15,151,151
2022B3PS0224P,P20N,17.5,17.5,17,14.5,16.5,16.5,17.5,17.5,17,0,137,137,,137,137
2022B3PS0536P,P20N,14,17.5,17.5,17.5,17.5,14.5,17.5,17.5,16.5,17.5,139,139,37.5,176.5,177
2022B3PS0542P,P20N,13,17.5,17.5,17.5,17.5,17.5,17.5,17.5,0,17.5,140,140,25.5,165.5,166
2022B3PS1743P,P20N,15,17.5,17.5,17.5,17.5,17.5,17.5,17.5,16.5,16.5,139,139,26.5,165.5,166
2022B4PS0621P,P20N,0,17.5,17.5,17,17.5,17,17.5,0,16.5,15,135.5,135.5,40,175.5,176
2022B4PS0635P,P20N,15,17.5,17.5,17.5,16.5,17.5,17.5,16.5,17.5,0,138,138,33,171,171
2022B4PS0654P,P20N,17.5,17.5,17.5,17.5,17.5,0,17.5,0,15,17.5,137.5,137.5,32,169.5,170
2022B4PS0731P,P20N,14.5,17.5,17.5,17.5,17,17.5,17.5,0,16,17,137.5,137.5,30.5,168,168
2022B4PS0922P,P20N,17.5,17.5,17.5,17.5,16.5,17.5,17.5,0,17.5,17.5,140,140,29,169,169
2022B4PS1074P,P20N,17.5,17.5,17.5,17.5,17.5,17.5,17.5,16.5,15.5,15.5,139,139,25,164,164
2022B4TS1526P,P20N,17,17.5,17.5,0,17.5,17.5,17.5,0,14.5,15,134,134,9.5,143.5,144
2022B5PS0670P,P20N,17.5,17,17.5,17.5,17.5,0,17,16.5,15.5,15.5,136,136,37.5,173.5,174
2022B5PS0823P,P20N,17.5,17,17.5,17.5,16.5,17.5,17.5,0,16.5,15.5,137.5,137.5,30,167.5,168
2022B5PS0937P,P20N,17,17.5,17.5,17.5,17.5,17.5,17.5,0,15.5,0,137.5,137.5,28,165.5,166
2022B5PS1089P,P20N,17.5,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,0,140,140,20.5,160.5,161
2022A1PS0883P,P21N,17.5,15.5,15.5,16,17.5,17.5,16.5,16.5,16.5,0,133.5,133.5,39,172.5,173
2022A1PS1354P,P21N,17.5,17,17.5,16,16.5,17.5,17.5,14.5,16.5,16.5,136.5,136.5,25,161.5,162
2022A1PS1572P,P21N,0,17.5,11.5,14.5,17.5,17.5,16.5,16.5,16.5,5.5,128,128,24,152,152
2022A2PS1699P,P21N,0,14.5,16,5.5,14.5,5.5,0,0,0,0,56,56,0,56,56
2022A3PS0479P,P21N,17.5,17.5,17.5,17,17.5,17.5,0,17.5,15.5,0,137.5,137.5,31.5,169,169
2022A3PS0493P,P21N,17.5,16.5,15.5,15.5,17.5,17.5,13.5,16.5,15.5,17.5,134,134,18.5,152.5,153
2022A3PS0510P,P21N,16.5,16.5,15.5,15.5,17.5,0,15.5,0,15.5,15.5,128,128,34.5,162.5,163
2022A4PS0545P,P21N,17,17,17.5,17.5,17.5,17.5,5.5,0,17,17.5,138.5,138.5,9,147.5,148
2022A4PS0578P,P21N,17.5,16.5,17.5,15.5,17.5,17.5,16,16.5,17.5,17.5,138,138,39.5,177.5,178
2022A4PS0610P,P21N,17.5,16.5,15.5,15.5,0,17.5,13.5,0,13.5,15.5,125,125,9.5,134.5,135
2022A4PS0684P,P21N,14.5,5.5,9,2.5,14.5,17.5,15.5,16.5,15.5,0,108.5,108.5,37,145.5,146
2022A4PS0895P,P21N,17.5,5.5,13.5,16.5,17,11.5,16,16.5,17.5,17.5,132,132,25.5,157.5,158
2022A4PS0924P,P21N,16,17.5,14.5,17.5,17.5,17.5,17.5,17,17.5,0,138,138,16.5,154.5,155
2022A5PS1414P,P21N,14.5,16,14,17.5,17.5,16.5,16.5,17,17.5,17.5,136,136,16,152,152
2022A5PS1418P,P21N,17.5,17,14.5,17.5,17,16.5,16.5,17,17.5,17,137,137,22.5,159.5,160
2022A5PS1429P,P21N,17.5,17.5,14.5,17.5,17,17.5,16.5,17,17.5,0,138,138,22.5,160.5,161
2022A7PS0004P,P21N,17.5,11.5,16,17.5,16.5,15,16.5,15.5,17.5,17.5,134.5,134.5,36.5,171,171
2022A7PS0044P,P21N,17.5,17.5,14,17.5,15.5,15,16.5,17.5,5.5,17.5,134.5,134.5,36,170.5,171
2022A7PS0070P,P21N,17,11.5,14.5,17.5,17.5,16.5,16.5,15.5,17.5,5.5,132.5,132.5,40.5,173,173
2022A7PS0080P,P21N,17.5,16.5,15.5,17.5,16.5,16.5,5.5,0,16.5,17.5,134,134,42.5,176.5,177
2022A7PS0082P,P21N,17.5,16.5,17.5,16.5,17.5,16.5,17.5,17.5,17.5,0,138,138,39,177,177
2022A7PS0083P,P21N,17.5,15,16.5,16,17.5,17.5,15.5,17.5,17.5,0,135.5,135.5,16.5,152,152
2022A7PS0087P,P21N,17.5,15,17.5,16.5,17.5,16.5,15.5,17.5,17.5,17.5,138,138,22.5,160.5,161
2022A7PS0138P,P21N,17.5,16.5,16.5,16.5,17.5,16.5,17.5,17.5,17.5,0,137,137,40.5,177.5,178
2022A7PS0157P,P21N,0,14,16.5,16.5,17.5,16.5,13.5,17.5,17.5,5.5,129.5,129.5,22.5,152,152
2022A7PS0164P,P21N,17.5,15,17.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,140,140,37.5,177.5,178
2022A7PS0168P,P21N,17.5,13.5,16.5,16.5,17.5,16.5,5.5,15.5,17.5,0,131,131,45,176,176
2022A7PS0180P,P21N,17.5,17.5,0,16.5,17.5,16.5,15.5,17.5,17.5,0,136,136,41,177,177
2022A7PS0187P,P21N,17.5,17,16.5,17.5,17.5,17.5,14.5,17.5,5.5,0,135.5,135.5,45,180.5,181
2022A8PS0561P,P21N,17.5,15,17.5,17.5,15.5,16.5,15.5,17.5,17.5,5.5,135,135,33,168,168
2022A8PS0566P,P21N,15,17.5,17,17.5,16,17.5,17.5,17.5,15,17.5,138,138,35,173,173
2022AAPS0219P,P21N,5.5,17.5,17,16,17.5,0,17.5,17.5,0,17.5,126,126,46,172,172
