ID,Section,Lab-01,Lab-02,Lab-03,Lab-04,Lab-05,Lab-06,Lab-07,Lab-08,Lab-09 (17.5),Lab-10,Best 8,Normalize,Compre quiz(60),Total,Total
2022B4TS1515P,P2N,16,15.5,17.5,17.5,17,17.5,17.5,9.5,17.5,15,136,136.9784173,20,156.978417,157
2022B5PS0519P,P2N,17.5,15.5,17.5,17.5,17.5,17.5,17.5,14.5,0,15,135.5,136.4748201,22,158.47482,159
2022B5PS0892P,P2N,17.5,16,17.5,17.5,15.5,0,17,15.5,16.5,16,133.5,134.4604317,36.5,170.960432,171
2022B5PS0996P,P2N,16,16,17.5,17.5,17,17.5,17.5,0,16.5,15,135.5,136.4748201,15,151.47482,152
2022B5PS1044P,P2N,16.5,0,0,14.5,0,0,17.5,9,0,15.5,73,73.52517986,5.5,79.0251799,80
2022D2TS1541P,P2N,17,17,17.5,17.5,17.5,17.5,17.5,15,17.5,17,139,140,14,154,154
2022D2TS1554P,P2N,17.5,17.5,17,15.5,0,16.5,0,5,0,0,89,89.64028777,0,89.6402878,90
2022A1PS0992P,P3N,16.5,17.5,8.5,17.5,17.5,17,15.5,0,17.5,16.25,135.25,136.7148014,20,156.714801,157
2022A1PS1327P,P3N,16.5,17.5,17.5,17.5,17.5,17.5,12,14,15,0,133,134.4404332,16,150.440433,151
2022A1PS1595P,P3N,17,14,17.5,17.5,17.5,17.5,15,16.5,15.5,17.5,136.5,137.9783394,35,172.978339,173
2022A2PS1341P,P3N,17,17.5,14.5,17,17.5,17.5,10,16.5,17.5,17.5,138,139.4945848,22.5,161.994585,162
2022A2PS1619P,P3N,16,14,14,11.5,17.5,17.5,,0,17,17,113,114.2238267,30,144.223827,145
2022A3PS0467P,P3N,13.5,13.5,14.5,17.5,17.5,16.5,,0,17,17,113.5,114.7292419,34.5,149.229242,150
2022A3PS1213P,P3N,16.5,17.5,17,17,17.5,17.5,15.5,14.75,15.5,17.5,136,137.4729242,28,165.472924,166
2022A4PS0624P,P3N,14.5,12.5,17.5,13.5,17,17.5,15,17.5,15.5,17.5,132,133.4296029,29.5,162.929603,163
2022A4PS0749P,P3N,0,14,14.5,17.5,17.5,17.5,14.5,14.75,15.5,17,128.75,130.1444043,15.5,145.644404,146
2022A4PS0957P,P3N,16,15.5,0,15,10,0,13,16,14.5,16.5,116.5,117.7617329,21.5,139.261733,140
2022A4PS1277P,P3N,13,14,15.5,17.5,,0,0,17.5,17,17,111.5,112.7075812,16,128.707581,129
2022A5PS1416P,P3N,11,14.5,11,17,15,12.5,12,0,17,17,116,117.2563177,14.5,131.756318,132
2022A5PS1458P,P3N,14.5,17,14.5,17,17,14,15.5,15.5,0,17,128,129.3862816,11,140.386282,141
2022A7PS0007P,P3N,13,14.5,17.5,17.5,16.5,10.5,16.5,15.5,17.5,17,132.5,133.9350181,30,163.935018,164
2022A7PS0038P,P3N,16.5,17.5,15.5,17,17,15.5,16.5,15.5,17.5,17,134.5,135.9566787,30.5,166.456679,167
2022A7PS0094P,P3N,13,17.5,17.5,17.5,17,15.5,16.5,15.5,17,17,135.5,136.967509,45,181.967509,182
2022A7PS0160P,P3N,17,17.5,15,12.5,0,8.5,0,15.5,17,17,120,121.299639,41.5,162.799639,163
2022A7PS0195P,P3N,11,13.5,17,16,17.5,8,16.5,0,17,17,125.5,126.8592058,38.5,165.359206,166
2022A8PS0620P,P3N,17,13.5,14.5,15.5,17.5,0,12.5,0,17,16.5,124,125.3429603,32,157.34296,158
2022AAPS0247P,P3N,6.5,13.5,17,16.5,17.5,15,15,15.5,15.5,17,129,130.3971119,35,165.397112,166
2022AAPS0318P,P3N,13.5,11,17,17,17.5,15.5,13,17,16.25,4.5,126.75,128.1227437,22.5,150.622744,151
2022ABPS1119P,P3N,17.5,13,17,9.5,17.5,17,14.5,0,16.5,9.5,122.5,123.8267148,29.5,153.326715,154
2022ABPS1575P,P3N,12.5,15.5,17,16,12.5,16.5,15,0,17.5,0,122.5,123.8267148,24,147.826715,148
2022ABPS1599P,P3N,11.5,12.5,0,17,17.5,15.5,14.5,15.75,0,15.5,119.75,121.0469314,27.5,148.546931,149
2022B1PS0882P,P3N,13.5,17.5,17,17,17.5,16,17,17,17,0,136,137.4729242,36.5,173.972924,174
2022B1PS1006P,P3N,17.5,17.5,17,17,17.5,17.5,15,17,17.5,0,138.5,140,43,183,183
2022B1PS1090P,P3N,11.5,17.5,17,16.5,17.5,16,14.5,17,17.5,0,133.5,134.9458484,31.5,166.445848,167
2022B1PS1150P,P3N,7.25,17.5,17,14.5,0,17,17,17,17.5,15,132.5,133.9350181,26,159.935018,160
2022B1PS1587P,P3N,17.5,16.5,16.5,17,17.5,16,15,15.75,17,14,133.75,135.198556,22,157.198556,158
2022B1PS1606P,P3N,17.5,17.5,11,17.5,0,17.5,14.5,15.75,17.5,4,128.75,130.1444043,34.5,164.644404,165
2022B1PS1616P,P3N,7.5,17.5,15,17.5,14.5,17.5,17,17.5,0,16,132.5,133.9350181,27.5,161.435018,162
2022B1PS1684P,P3N,17.5,16,16.5,14.5,15.5,16.5,17,17.5,16,16.5,133.5,134.9458484,12.5,147.445848,148
2022B2PS1602P,P3N,17.5,17,17,16.5,14.5,17.5,17,17.5,4,16.5,136.5,137.9783394,28,165.978339,166
2022B2PS1613P,P3N,17.5,17,0,16.5,,16,17,0,16.25,16,116.25,117.5090253,32.5,150.009025,151
2022B2PS1629P,P3N,15.5,17.5,15.5,13,17.5,17,17,17.5,12.5,16.5,134,135.4512635,33,168.451264,169
2022B2PS1641P,P3N,17.5,17,17,0,0,17,17,17.5,15.5,17.5,136,137.4729242,18,155.472924,156
2022B2PS1646P,P3N,0,16.25,17,17.5,17.5,17,17,15,16,17.5,135.75,137.2202166,10.5,147.720217,148
2022B2PS1647P,P3N,17.5,16.5,13,17,14.5,17.5,17,16.5,0,0,129.5,130.9025271,13,143.902527,144
2022B2PS1728P,P3N,,16.25,16.5,17.5,17.5,5.5,12,0,12.5,5,97.75,98.80866426,17,115.808664,116
2022B3PS0361P,P3N,17.5,17,17,17.5,17.5,17.5,17,15,3,16,137,138.4837545,22,160.483755,161
2022B4PS0728P,P3N,17.5,14,16.5,11.5,17.5,17,16,0,15,15,128.5,129.8916968,21.5,151.391697,152
2022B4PS0765P,P3N,17.5,16.5,16.5,17.5,17.5,17,17.5,14,14,17,137,138.4837545,30,168.483755,169
2022B4PS0771P,P3N,17.5,16,16.5,17.5,17.5,17,17.5,15.5,15.25,15.5,135,136.4620939,33.5,169.962094,170
2022B4PS0804P,P3N,17.5,17,17.5,14.5,17.5,17,17.5,17,17,17,138,139.4945848,32.5,171.994585,172
2022B4PS0885P,P3N,0,15,17.5,17.5,17.5,17,17.5,0,14.5,15.5,132,133.4296029,26,159.429603,160
2022B5PS0024P,P3N,17.5,14.5,17.5,16,15.5,17,17.5,13.5,15.25,0,130.75,132.166065,6.5,138.666065,139
2022B5PS0730P,P3N,17.5,15.5,17.5,17.5,17,17,17.5,0,14.5,15,134.5,135.9566787,32,167.956679,168
2022B5PS0800P,P3N,17.5,11.5,16.5,17,0,17,17.5,15,17.5,15.5,133.5,134.9458484,33.5,168.445848,169
2022B5PS0850P,P3N,17.5,16.5,17.5,17.5,17.5,17,17.5,15.5,14.5,17,138,139.4945848,19.5,158.994585,159
2022B5PS0960P,P3N,17.5,17,17.5,17,17.5,17,17.5,0,17,15.5,138,139.4945848,14,153.494585,154
2022A1PS1057P,P4N,16.5,16.5,16.5,17.5,15.5,0,17.5,17.5,0,17.5,135,135,16.5,151.5,152
2022A1PS1567P,P4N,14.5,17.5,12.5,17.5,15.5,0,0,16.5,16.5,5.5,116,116,11,127,127
2022A1PS1615P,P4N,15,15.5,17.5,16.5,17.5,0,0,17.5,17.5,5.5,122.5,122.5,22.5,145,145
2022A1PS1729P,P4N,17.5,16.5,17.5,17.5,14.5,17.5,17.5,0,17.5,17.5,139,139,29,168,168
2022A1PS1730P,P4N,5,17,16,17.5,17.5,5,0,17.5,16.5,5.5,112.5,112.5,18.5,131,131
2022A2PS0981P,P4N,17,15.5,17.5,16.5,15.5,17.5,0,0,17.5,17.5,134.5,134.5,17,151.5,152
2022A2PS1642P,P4N,16.5,15,17,16.5,0,0,0,0,0,0,65,65,,65,65
2022A2PS1714P,P4N,17.5,16.5,17.5,17.5,17.5,0,17.5,17.5,17.5,17.5,140,140,16.5,156.5,157
2022A3PS1194P,P4N,16.5,15.5,17.5,14.5,17.5,16,16.5,17.5,17.5,17.5,136.5,136.5,38,174.5,175
2022A3PS1734P,P4N,17.5,16.5,16.5,17.5,14.5,17.5,17,17.5,17.5,17.5,138.5,138.5,30,168.5,169
2022A4PS0953P,P4N,17.5,17,17.5,16.5,17.5,0,17.5,16.5,15.5,17.5,137.5,137.5,19,156.5,157
2022A4PS0969P,P4N,0,14.5,16.5,15,17.5,0,17.5,17.5,16.5,16.5,131.5,131.5,16,147.5,148
2022A4PS1284P,P4N,16,16.5,17.5,16,17.5,17.5,16.5,16.5,17.5,15.5,135.5,135.5,37.5,173,173
2022A7PS1733P,P4N,17.5,17.5,17.5,17.5,14.5,16.5,17.5,17.5,17.5,15.5,139,139,39,178,178
2022A8PS0424P,P4N,0,17.5,15,17.5,15.5,15.5,17.5,0,0,11.5,110,110,47,157,157
2022A8PS1254P,P4N,17,17.5,17.5,16.5,17.5,17.5,17,17.5,0,0,138,138,29,167,167
2022A8PS1270P,P4N,17.5,16,16.5,15.5,17.5,"15,5",17.5,17,17.5,17.5,121,121,35.5,156.5,157
2022A8PS1719P,P4N,16.5,17.5,16.5,17,17.5,16.5,17.5,17.5,17.5,16.5,137.5,137.5,31,168.5,169
2022A8PS1731P,P4N,15,17.5,17.5,16.5,17.5,0,17.5,17,17.5,17.5,138.5,138.5,30.5,169,169
2022ABPS1352P,P4N,17.5,15.5,16.5,16.5,16.5,17,17.5,16.5,15.5,17.5,135.5,135.5,25.5,161,161
2022B1PS1585P,P4N,17.5,16.5,16.5,16.5,16.5,17.5,17,16.5,17.5,17.5,136.5,136.5,32,168.5,169
2022B1PS1634P,P4N,14.5,16.5,12.5,15,16,16.5,17.5,0,17.5,17.5,131,131,13.5,144.5,145
2022B1PS1658P,P4N,16.5,17.5,15.5,17.5,15,16.5,17.5,0,17.5,17.5,136,136,21,157,157
2022B2PS0863P,P4N,16.5,16.5,16.5,17,17.5,16.5,17.5,17.5,17,17,136.5,136.5,38.5,175,175
2022B2PS0977P,P4N,17.5,15,16.5,0,17.5,17.5,0,0,17.5,15.5,117,117,12.5,129.5,130
2022B2PS1345P,P4N,17.5,15.5,16.5,16.5,0,16.5,16.5,16.5,17.5,17.5,135,135,42.5,177.5,178
2022B2PS1348P,P4N,17.5,16.5,17.5,16.5,16.5,17,17.5,5.5,17.5,17.5,137.5,137.5,28,165.5,166
2022B2PS1349P,P4N,17.5,15.5,17.5,16.5,17.5,17.5,0,0,16.5,17.5,136,136,15,151,151
2022B2PS1671P,P4N,16.5,17,17.5,17,17.5,15.5,17.5,17,17,0,137,137,15.5,152.5,153
2022B2PS1691P,P4N,16.5,16.5,17.5,16.5,16.5,16,17.5,5.5,16.5,0,133.5,133.5,15.5,149,149
2022B3PS0486P,P4N,17,15.5,16.5,15.5,15.5,0,17,16.5,17.5,17.5,133,133,33.5,166.5,167
2022B3PS1257P,P4N,16.5,16.5,16.5,15.5,17.5,16.5,16.5,17.5,17.5,15.5,135,135,17.5,152.5,153
2022B4PS0709P,P4N,17.5,16.5,17.5,17.5,15.5,17.5,17.5,16.5,16.5,17.5,138,138,39,177,177
2022B4PS1312P,P4N,17.5,17,15.5,16.5,17.5,17,17.5,17.5,17.5,17.5,139,139,42.5,181.5,182
2022B4TS1523P,P4N,17,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17,16.5,138,138,12.5,150.5,151
2022A1PS1040P,P5N,16,17.5,17.5,17.5,17.5,17.5,0,17.5,17,17,139,139,14.5,153.5,154
2022A1PS1342P,P5N,0,17.5,14.5,17.5,17,12,0,0,17,5.5,101,101,19.5,120.5,121
2022A2PS1696P,P5N,17.5,17.5,16.5,17.5,17.5,17,16,16.5,0,17.5,137.5,137.5,9,146.5,147
2022A2PS1712P,P5N,17.5,17.5,17.5,17.5,17.5,16.5,0,17.5,17.5,17.5,140,140,14,154,154
2022A2PS1718P,P5N,17.5,11.5,16.5,17.5,17.5,16.5,0,17.5,17.5,14.5,135,135,10.5,145.5,146
2022A3PS0027P,P5N,17,17.5,17.5,15.5,17.5,16.5,17,16.5,0,0,135,135,7.5,142.5,143
2022A3PS0444P,P5N,17.5,17.5,17.5,17.5,17.5,0,0,0,0,0,87.5,87.5,26,113.5,114
2022A3PS1208P,P5N,0,17.5,17.5,15.5,17.5,17,15.5,0,17.5,17.5,135.5,135.5,15.5,151,151
2022A3PS1219P,P5N,14,14.5,17.5,17.5,17.5,0,16,16.5,17,17.5,134,134,37.5,171.5,172
2022A4PS0372P,P5N,17.5,17,17.5,17.5,17.5,17,16.5,17.5,17.5,17.5,139.5,139.5,36,175.5,176
2022A4PS0403P,P5N,0,17,16.5,17.5,17.5,0,0,17,17.5,17.5,120.5,120.5,23.5,144,144
2022A4PS0965P,P5N,17,17.5,17.5,15.5,17.5,17,17,16.5,17,17.5,138,138,39.5,177.5,178
2022A4PS1279P,P5N,17,17,17.5,0,17.5,17,17,17.5,17.5,17.5,138.5,138.5,28,166.5,167
2022A5PS1465P,P5N,15.5,17,17.5,17.5,5.5,0,0,0,0,0,73,73,5,78,78
2022A7PS0049P,P5N,17.5,17,17.5,17.5,17.5,17,0,0,17.5,17.5,139,139,42.5,181.5,182
2022A7PS0073P,P5N,17,17.5,0,17.5,17.5,0,17.5,17,17.5,17.5,139,139,22,161,161
2022A7PS0123P,P5N,17.5,15.5,15.5,0,17.5,17,0,17,17.5,17.5,135,135,31.5,166.5,167
2022A7PS0159P,P5N,17,17,15.5,17.5,17.5,17,16,17,17.5,17.5,138,138,35,173,173
2022A7PS0171P,P5N,17.5,17.5,17.5,17.5,17.5,16.5,17.5,17.5,16.5,0,139,139,35.5,174.5,175
2022A7PS0182P,P5N,17.5,17.5,16.5,17.5,17.5,17.5,16.5,0,17.5,15.5,138,138,22,160,160
2022A7PS1168P,P5N,17.5,17.5,15.5,17.5,17.5,16.5,17,17.5,17.5,0,138.5,138.5,41.5,180,180
2022A7PS1177P,P5N,17.5,15.5,15.5,17.5,17.5,15.5,17.5,17,17.5,5.5,135.5,135.5,43.5,179,179
2022A8PS0511P,P5N,13.5,17.5,15.5,5.5,0,0,0,0,0,0,52,52,16,68,68
2022AAPS0025P,P5N,13.5,17.5,15.5,17.5,17.5,17.5,17,17.5,17,0,137,137,37,174,174
2022AAPS0313P,P5N,13.5,15.5,15.5,17,17.5,16.5,17,17.5,17.5,0,134,134,35,169,169
2022ABPS0910P,P5N,15.5,0,16.5,15.5,0,17.5,0,17.5,17.5,9.5,109.5,109.5,18.5,128,128
2022ABPS1612P,P5N,15.5,17.5,16,17.5,17.5,16.5,0,17.5,0,16.5,134.5,134.5,11.5,146,146
2022ABPS1746P,P5N,17.5,17.5,17.5,17.5,17.5,17.5,17,0,0,17.5,139.5,139.5,32.5,172,172
2022B1PS0780P,P5N,13.5,17.5,17,17.5,17.5,17.5,17.5,17.5,0,12.5,135.5,135.5,33,168.5,169
2022B1PS1021P,P5N,15.5,17.5,16.5,17.5,17.5,17.5,17.5,5.5,0,16.5,136,136,35,171,171
2022B1PS1357P,P5N,16.5,0,14.5,17.5,0,17.5,17.5,17.5,14.5,16.5,132,132,20.5,152.5,153
2022B1PS1659P,P5N,17,17.5,17.5,17.5,17.5,0,0,17.5,17,16.5,138,138,30,168,168
2022B1PS1702P,P5N,0,0,10,17.5,17.5,0,17.5,17,16.5,17,113,113,21,134,134
2022B1PS1727P,P5N,15.5,17.5,9.5,16.5,15.5,17.5,17.5,17,11.5,0,128.5,128.5,22,150.5,151
2022B1PS1736P,P5N,0,17.5,0,0,17.5,16.5,5.5,16.5,16.5,17,107,107,11,118,118
2022B2PS1614P,P5N,17,17.5,17.5,17.5,17.5,17.5,17.5,17,9.5,16.5,139,139,18,157,157
2022B2PS1708P,P5N,0,17.5,17.5,17.5,17.5,17,16.5,16.5,17,17.5,138,138,19.5,157.5,158
2022B3PS0386P,P5N,17.5,17.5,17.5,17.5,17.5,15.5,17.5,17.5,0,0,138,138,41.5,179.5,180
2022B3PS0637P,P5N,17.5,17.5,16.5,0,17.5,17.5,17.5,17.5,17,17.5,139.5,139.5,35,174.5,175
2022B4PS0817P,P5N,16.5,17.5,15,16.5,17.5,17.5,17.5,0,17.5,17.5,138,138,46,184,184
2022B4PS0839P,P5N,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17,16.5,17.5,140,140,18.5,158.5,159
2022B4PS0927P,P5N,16.5,16,15,17.5,17.5,17.5,17.5,14.5,0,17,134.5,134.5,18,152.5,153
2022B4PS1050P,P5N,17.5,16.5,17.5,17.5,17.5,17.5,17,17,17.5,17.5,139.5,139.5,24.5,164,164
2022B4TS1514P,P5N,16.5,11,17.5,17.5,17.5,17.5,17.5,0,0,17,132,132,15,147,147
2022B5PS0724P,P5N,17.5,17.5,17.5,17.5,0,0,17.5,17,17.5,17.5,139.5,139.5,34,173.5,174
2022B5PS0840P,P5N,17.5,17.5,17.5,17.5,17.5,17.5,0,16.5,16.5,17.5,139,139,26,165,165
2022B5PS1302P,P5N,16.5,15.5,0,0,17.5,17.5,16.5,17,17.5,16,134,134,43.5,177.5,178
2022D2TS1545P,P5N,16.5,0,13.5,17.5,17.5,17.5,16,15.5,13.5,17,131,131,18,149,149
2022A1PS0643P,P6N,15.5,17,17.5,15.5,17.5,17.5,16.5,17.5,17,17.5,138,138.9928058,16,154.992806,155
2022A1PS1307P,P6N,14.5,14.5,11.5,14,17.5,16.5,16.5,0,17.5,17,128,128.9208633,12,140.920863,141
2022A1PS1332P,P6N,14.5,16.5,13.5,16.5,17.5,16.5,16.5,16.5,16.5,17.5,134,134.9640288,5,139.964029,140
2022A1PS1573P,P6N,16,14.5,11.5,17,17.5,17.5,0,16.5,16.5,17.5,133,133.9568345,20,153.956835,154
2022A1PS1598P,P6N,14.5,13.5,11.5,11.5,16.5,16.5,0,15.5,16,15.5,119.5,120.3597122,17,137.359712,138
2022A2PS1717P,P6N,10.5,0,11.5,15.5,14.5,16.5,13.5,16.5,14.5,17.5,120,120.8633094,7.5,128.363309,129
2022A3PS0209P,P6N,16,15.5,11.5,17,16.5,16.5,0,17.5,15,17.5,131.5,132.4460432,29,161.446043,162
2022A3PS0430P,P6N,16,17,17.5,0,17.5,16.5,16.5,17.5,14.5,17.5,136,136.9784173,44,180.978417,181
2022A3PS0437P,P6N,16.5,15,11.5,15.5,16.5,17.5,15.5,16.5,15.5,10,128.5,129.4244604,27,156.42446,157
2022A3PS0475P,P6N,12.5,10,13.5,5,0,0,0,0,0,0,41,41.29496403,34.5,75.794964,76
2022A3PS1204P,P6N,16.5,17,17,17.5,15,15.5,17.5,16.5,17,17.5,136.5,137.4820144,29.5,166.982014,167
2022A3PS1215P,P6N,16.5,16.5,16,17,15,16.5,15.5,17.5,17,16.5,133.5,134.4604317,38.5,172.960432,173
2022A3PS1223P,P6N,17.5,13,17.5,17,15.5,16,17.5,17.5,16.5,17,136.5,137.4820144,34.5,171.982014,172
2022A4PS0615P,P6N,17,14.5,0,16.5,15,0,16.5,16.5,17,16.5,129.5,130.4316547,14,144.431655,145
2022A4PS0697P,P6N,16.5,16.5,16.5,17,16,15.5,17.5,17.5,16.5,13.5,134,134.9640288,46,180.964029,181
2022A4PS0792P,P6N,17,17.5,16,17.5,15,15,16.5,17.5,0,17.5,134.5,135.4676259,29.5,164.967626,165
2022A4PS0831P,P6N,16.5,5.5,6,5.5,0,0,0,0,0,0,33.5,33.74100719,27,60.7410072,61
2022A4PS0973P,P6N,16,14.5,17.5,17.5,17.5,16.5,0,16.5,17.5,17.5,136.5,137.4820144,21,158.482014,159
2022A4PS1292P,P6N,17,13.5,16,17,15,16.5,17.5,17.5,15.5,17.5,134.5,135.4676259,44,179.467626,180
2022A5PS1422P,P6N,15.5,17.5,16.5,17.5,13,16.5,15.5,17.5,16,17.5,134.5,135.4676259,14.5,149.967626,150
2022A5PS1423P,P6N,17.5,11.5,17.5,0,17.5,16.5,17,17.5,17.5,16.5,137.5,138.4892086,24.5,162.989209,163
2022A5PS1454P,P6N,5.5,17.5,0,0,17,11.5,13.5,16,15.5,14.5,111,111.7985612,21,132.798561,133
2022A5PS1457P,P6N,14.5,11,16.5,15,17.5,17.5,16.5,17.5,17,16.5,134,134.9640288,14.5,149.464029,150
2022A7PS0058P,P6N,15,16.5,16.5,17,17.5,0,0,17.5,17.5,0,117.5,118.3453237,0,118.345324,119
2022A8PS0572P,P6N,15.5,14.5,17.5,16.5,17.5,16.5,17,17.5,17,5.5,135,135.971223,30,165.971223,166
2022A8PS1252P,P6N,17.5,16.5,5.5,0,17.5,17,17.5,0,16,16.5,124,124.8920863,38.5,163.392086,164
2022AAPS0244P,P6N,17,17.5,17.5,17,15.5,17,16.5,17.5,17.5,0,137.5,138.4892086,31,169.489209,170
2022AAPS0251P,P6N,0,14.5,16.5,15.5,17.5,17.5,17.5,17.5,17,16.5,135.5,136.4748201,31,167.47482,168
2022AAPS0253P,P6N,14.5,15,17.5,17,17.5,17,17.5,17.5,17.5,17.5,139,140,42.5,182.5,183
2022AAPS0344P,P6N,15.5,17.5,15,17,17.5,17.5,17,17.5,16.5,16.5,137,137.9856115,38.5,176.485612,177
2022AAPS0360P,P6N,14.5,17.5,5.5,0,15.5,15.5,17,0,16,16.5,118,118.8489209,33,151.848921,152
2022ABPS0944P,P6N,16,17.5,17,17,11,15.5,15.5,16.5,0,15,130,130.9352518,32.5,163.435252,164
2022ABPS1155P,P6N,15,17.5,0,16.5,17.5,17.5,17.5,17.5,16.5,17.5,138,138.9928058,32.5,171.492806,172
2022B1PS0741P,P6N,15,17.5,16,16,13,15.5,16.5,17.5,5.5,0,127,127.9136691,20,147.913669,148
2022B1PS0898P,P6N,15.5,17.5,15,17,17.5,14.5,16,17.5,16.5,16.5,134,134.9640288,22.5,157.464029,158
2022B1PS0994P,P6N,15,17.5,15,17,17.5,15.5,16.5,17.5,16.5,5,133,133.9568345,36.5,170.456835,171
2022B2PS1167P,P6N,14.5,17.5,15.5,16,17.5,15.5,15.5,0,16,15.5,129,129.9280576,12.5,142.428058,143
2022B2PS1628P,P6N,17.5,17.5,15,16,17.5,17.5,17.5,17.5,16.5,17,138.5,139.4964029,29.5,168.996403,169
2022B2PS1738P,P6N,0,0,17.5,17.5,15.5,17,17,16,17.5,17,135,135.971223,39,174.971223,175
2022B2TS1533P,P6N,17,15.5,17,17.5,16,17.5,17.5,15.5,0,17.5,135.5,136.4748201,3.5,139.97482,140
2022B3PS0383P,P6N,17.5,16,17,13.5,16,0,17.5,15.5,15.5,15.5,130.5,131.4388489,12.5,143.938849,144
2022B4PS0720P,P6N,17.5,16,17.5,12,14.5,17.5,17.5,15.5,16.5,17.5,135.5,136.4748201,30,166.47482,167
2022B4TS1522P,P6N,17,13.5,16.5,17.5,16.5,17.5,17.5,15.5,17,17.5,137,137.9856115,17.5,155.485612,156
2022B5PS0722P,P6N,17.5,11.5,17.5,17.5,13.5,17.5,17.5,5.5,16.5,17,134.5,135.4676259,26,161.467626,162
2022B5PS0918P,P6N,17.5,13.5,17.5,17.5,12.5,17.5,17.5,15.5,15.5,15.5,134,134.9640288,24.5,159.464029,160
2022B5PS1326P,P6N,17,16.5,17.5,17.5,16.5,17,16.5,0,15.5,17,135.5,136.4748201,45,181.47482,182
2022D2TS1556P,P6N,17.5,16.5,17.5,17.5,16.5,17.5,17.5,15,15.5,15.5,136,136.9784173,33,169.978417,170
2022D2TS1557P,P6N,13,10,13.5,17.5,5.5,0,17.5,15,15,5.5,107,107.7697842,3,110.769784,111
2022A1PS1578P,P7N,17,17.5,17.5,17,17.5,17.5,17,5.5,10.5,17.5,138.5,138.5,31.5,170,170
2022A2PS1633P,P7N,17.5,17.5,15,17,17.5,17.5,17,5.5,0,17.5,136.5,136.5,14,150.5,151
2022A2PS1662P,P7N,15.5,17.5,17.5,17.5,17.5,17.5,15.5,5.5,11.5,17.5,136,136,17.5,153.5,154
2022A2PS1663P,P7N,17,17.5,15,16.5,0,17.5,17,4.5,17.5,17.5,135.5,135.5,23,158.5,159
2022A2PS1678P,P7N,15,13.5,16.5,17.5,17.5,17,16.5,0,0,16.5,130,130,0,130,130
2022A2PS1679P,P7N,0,14,17.5,5.5,17,17,17.5,14.5,0,15.5,118.5,118.5,8,126.5,127
2022A2PS1697P,P7N,15,16.5,15.5,17.5,15.5,17,17.5,17,17,17.5,135.5,135.5,20,155.5,156
2022A2PS1709P,P7N,15.5,15,17,14,17.5,16.5,17.5,14.5,0,16.5,130,130,22.5,152.5,153
2022A2PS1715P,P7N,9.5,17.5,17.5,17,16.5,17.5,0,17.5,17.5,17.5,138.5,138.5,13,151.5,152
2022A2PS1716P,P7N,17.5,15,17,17.5,17.5,5.5,12,17.5,16.5,0,130.5,130.5,30,160.5,161
2022A3PS0425P,P7N,16.5,17.5,16.5,4.5,11,17.5,5.5,11.5,17.5,17.5,125.5,125.5,45,170.5,171
2022A3PS0483P,P7N,17,17.5,5.5,16,17.5,5.5,12,17,17.5,17.5,132,132,35.5,167.5,168
2022A3PS1216P,P7N,0,17.5,16.5,5.5,11.5,17.5,17,17,17.5,17.5,132,132,37,169,169
2022A4PS0899P,P7N,16.5,17.5,17.5,17.5,17.5,17.5,17,16.5,17.5,17.5,139.5,139.5,26,165.5,166
2022A4PS1283P,P7N,17,17.5,16.5,17,17.5,17.5,15.5,16.5,17,17.5,137.5,137.5,26,163.5,164
2022A4PS1287P,P7N,17.5,0,14.5,16,14.5,0,17.5,15.5,17.5,17.5,130.5,130.5,35.5,166,166
2022A4PS1289P,P7N,17.5,17,17.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,140,140,16.5,156.5,157
2022A4PS1301P,P7N,17.5,17.5,13.5,16.5,17,0,0,14.5,17.5,17.5,131.5,131.5,12,143.5,144
2022A5PS1427P,P7N,17.5,15.5,17,17.5,17.5,17,16.5,17.5,17.5,17.5,139,139,18.5,157.5,158
2022A7PS0158P,P7N,16.5,15,17,16.5,17.5,0,16.5,17.5,17.5,16.5,135.5,135.5,42.5,178,178
2022A7PS1175P,P7N,17.5,14.5,16,17.5,17,14.5,17.5,16.5,16.5,17.5,136,136,43,179,179
2022A7PS1185P,P7N,17.5,14.5,17,17.5,17.5,5.5,11.5,17.5,17.5,17.5,136.5,136.5,45,181.5,182
2022A7PS1187P,P7N,17.5,15,17,17.5,16,5.5,16.5,17.5,17.5,17.5,137,137,41,178,178
2022A8PS1235P,P7N,17.5,5.5,0,9.5,17,17.5,16.5,17.5,16.5,16.5,128.5,128.5,40,168.5,169
2022A8PS1239P,P7N,17,17,17,17.5,17.5,17.5,5.5,11,5.5,12,126.5,126.5,40,166.5,167
2022A8PS1255P,P7N,15,15.5,16.5,17.5,17.5,17.5,17.5,17.5,4.5,12,134.5,134.5,38.5,173,173
2022A8PS1258P,P7N,15,16,17.5,17.5,15.5,17.5,15.5,16.5,4.5,11,131,131,27.5,158.5,159
2022A8PS1264P,P7N,15.5,17,17,10.5,17,17.5,16.5,17.5,5.5,12,130,130,28.5,158.5,159
2022A8PS1265P,P7N,15,16,5.5,12,17.5,5.5,12,17.5,17.5,17.5,125,125,23,148,148
2022AAPS0230P,P7N,13.5,13,12,4.5,0,0,0,0,16.5,5.5,65,65,36.5,101.5,102
2022ABPS1346P,P7N,15,16.5,16.5,17.5,17.5,5.5,12,17.5,17.5,0,130,130,30,160,160
